conta,frequencia
@GayerGus,228
@elonmusk,58
@Sandice21031914,56
@grok,56
@Edilenekubiki,28
@xai,28
@JeronimoColl,27
@Ricardo74984364,4
@MariceiaMenezes,3
@Carval59712Fbio,2
@Biacxji,2
@yllekFreedom,2
@realDonaldTrump,2
@VeraTor61676200,2
@L_WESSLEY,2
@HoroBarakel,1
@corneliamuller,1
@Vidagringa,1
@vstatvtudo,1
@1977_Vinicius,1
@Ferrarezisaac,1
@rcmiari,1
@iaragb,1
@taisamante,1
@marizapba,1
@randolfeap,1
@SArcarde,1
@Alexand80847276,1
@carlos_jb_paz,1
@Guerrissimas,1
