hashtag,frequencia
#Bolsonaro2026,1
#SegundaTurmaSTF,1
#Justiça,1
#Eleições2026,1
#Liberdade,1
#liberdadejairbolsonaro,1
#libertabolsonaro,1
#venezuelalibre,1
#EUA,1
#gotrump,1
#Magnistky,1
#MoraesViolador,1
#LiberdadeBolsonaro,1
#hindusarenotsaveinbangladesh,1
#bangladeshihinduwantsafety,1
#PARABENS,1
#flavio2026,1
#foralula,1
