palavra,frequencia
brasil,71
deus,68
lula,60
maduro,42
trump,37
povo,34
venezuela,32
falta,30
direito,25
ditador,25
linda,24
justiça,24
cena,22
liberdade,22
preso,22
próximo,19
amém,19
mal,18
prisão,18
livre,18
venezuelano,17
glória,16
parabéns,15
presidente,15
cadê,15
bem,14
cadeia,14
país,13
eua,13
começou,12
melhor,12
viva,12
esperança,11
moraes,11
américa,11
dancinha,11
graças,10
pessoas,10
começamos,10
espero,10
satisfatório,10
vitória,10
perpétua,10
ditadores,10
bandido,10
maravilha,9
falha,9
alexandre,9
bolsonaro,9
brasileiros,9
senhor,9
parece,9
esquerda,9
caiu,9
maravilhosa,9
pagar,9
venezuelanos,9
dedos,9
cabeça,9
ovo,8
sonho,8
bom,8
igual,8
petróleo,8
crimes,8
chega,8
lindo,8
feliz,8
jesus,7
quero,7
foro,7
brasileiro,7
amigo,7
louvado,7
unidos,7
fim,7
vida,6
governo,6
stf,6
faça,6
contra,6
nome,6
satisfatória,6
deveria,6
direita,6
certeza,6
feito,6
favor,6
começando,6
presos,6
novo,6
preço,6
havaianas,6
tomara,6
gustavo,6
ditadura,6
covarde,6
xandão,6
buscar,6
entregar,6
estados,6
realdonaldtrump,6
dure,5
homem,5
pena,5
ninguém,5
lugar,5
mundo,5
turma,5
dinheiro,5
gusgayer,5
notícia,5
libre,5
daqui,5
lulaoficial,5
nação,5
vagabundo,5
canalha,5
breve,5
felicidade,5
apodreça,5
vice,5
cadeira,5
muita,5
verdade,5
continua,5
paulo,5
cair,5
donald,5
corruptos,5
comunista,5
início,5
anda,5
futuro,5
mancando,5
brasileira,5
acontecer,5
latina,5
lixo,5
faxina,4
chegou,4
dias,4
muitos,4
respeito,4
crime,4
americanos,4
imagens,4
pague,4
sena,4
olhos,4
dura,4
obrigado,4
demais,4
algo,4
esperar,4
mesma,4
chupa,4
somente,4
aguardando,4
narcotráfico,4
conta,4
desses,4
boa,4
países,4
mão,4
esposa,4
amigos,4
satisfação,4
esquerdo,4
prender,4
primeiro,4
atrás,4
demônio,4
delação,4
libertar,4
sofrido,4
nove,4
boca,4
feita,4
estrutura,4
esperamos,4
algemado,4
careca,4
juntos,4
fdp,4
quadrilha,4
faltou,4
tempos,3
questão,3
sinto,3
venham,3
junto,3
próxima,3
sair,3
medo,3
inocente,3
importante,3
faltam,3
eleições,3
jair,3
porta,3
união,3
exércitos,3
vou,3
dança,3
divina,3
aleluia,3
valentão,3
rico,3
sul,3
coisas,3
momento,3
magnitsky,3
próximos,3
ruas,3
defendendo,3
façam,3
morrer,3
lado,3
coitadinho,3
luta,3
dito,3
corrupção,3
reais,3
pix,3
vagabundos,3
verme,3
venha,3
ladrão,3
alguém,3
muitas,3
companhia,3
uns,3
inveja,3
arrogância,3
guerra,3
hussein,3
tal,3
maravilhoso,3
leva,3
poderia,3
graça,3
pensar,3
cairão,3
avião,3
dando,3
exemplo,3
queda,3
dois,3
miserável,3
pés,3
tomou,3
gostaria,3
tarda,3
histórico,3
comunistas,3
efeito,3
dominó,3
diferente,3
mau,3
merece,3
dançando,3
opositores,3
morte,3
elétrica,3
manda,3
tiranos,3
acordo,3
misericórdia,3
acima,3
obrigada,2
visão,2
milhões,2
delações,2
umas,2
salve,2
janja,2
quiser,2
ajuda,2
capturar,2
desejamos,2
dona,2
nenhum,2
deste,2
democracia,2
felizes,2
argentina,2
aviso,2
real,2
segunda,2
revisão,2
processo,2
escolher,2
pedindo,2
devido,2
legal,2
vontade,2
pressão,2
imaginei,2
imaginar,2
terra,2
destruição,2
sofrimento,2
causou,2
realidade,2
comemorar,2
valeu,2
colirio,2
alegria,2
jogou,2
dedura,2
queremos,2
jaula,2
trabalho,2
moro,2
final,2
ruim,2
cada,2
caro,2
base,2
lei,2
parte,2
paga,2
tantos,2
casa,2
nova,2
precisamos,2
amor,2
liberta,2
viver,2
justo,2
justicia,2
paz,2
sentir,2
chinelin,2
chegue,2
aconteceu,2
ouça,2
redes,2
deputado,2
fico,2
ansiosamente,2
sanções,2
levar,2
bandidão,2
mata,2
mulheres,2
ida,2
partir,2
flaviobolsonaro,2
chinelo,2
internacional,2
sabemos,2
emendas,2
tratamento,2
tirar,2
madura,2
corrupto,2
passa,2
começa,2
lulinha,2
mundial,2
água,2
fato,2
barba,2
cedo,2
vejo,2
brasília,2
andar,2
destino,2
desgraçado,2
sentindo,2
próprio,2
urnas,2
levando,2
sabem,2
contacto,2
hubo,2
daí,2
tava,2
continue,2
caminho,2
cela,2
infelizmente,2
notícias,2
forma,2
esperando,2
sonhar,2
colheu,2
gayer,2
mulher,2
xandao,2
matar,2
forca,2
fugir,2
roubando,2
décadas,2
enfim,2
turno,2
excelente,2
público,2
cruel,2
falando,2
leve,2
monstro,2
flavio,2
começar,2
cágado,2
certa,2
tomado,2
primeira,2
contato,2
eleição,2
cantar,2
infeliz,2
ficará,2
assistir,2
machão,2
nesta,2
apodrecer,2
diferença,2
sério,2
continência,2
abra,2
cuba,2
piedade,2
chegará,2
projeto,2
eita,2
entendi,2
traficante,2
pegar,2
pegaram,2
merda,2
doente,2
acorrentado,2
financia,2
bonito,2
saddan,2
irá,2
cai,2
digo,2
covardes,2
luladrão,2
cumpanheiros,2
plantou,2
bandidos,2
mínimo,2
abrir,2
corja,2
população,2
massagem,2
atual,2
consigo,2
interesses,2
maior,2
jamais,2
mim,2
vivo,2
esquecer,2
banco,2
master,2
gaiola,2
emocionante,2
nine,2
cima,2
triste,2
comer,2
aconteça,2
verdadeiro,2
messias,2
tick,2
tack,2
senhora,2
romaria,2
tirano,2
própria,2
começo,2
derrubar,2
perna,2
bora,2
valentia,2
dançar,2
vencerá,2
problema,2
acabou,2
comida,2
presidiário,2
lulaladrão,2
perdeu,2
mané,2
caíram,2
polícia,2
extraordinário,1
maismaduro,1
concorda,1
olhosa,1
feitanão,1
inferno,1
estaremos,1
livres,1
trevas,1
viveremos,1
capturarado,1
delacões,1
cuideesposa,1
parecida,1
matado,1
duas,1
percam,1
viagem,1
brasilia,1
tiquinho,1
embaixo,1
molusco,1
chuchu,1
desejei,1
desejou,1
pudesse,1
pessoa,1
janjaxandão,1
hrs,1
justificar,1
conservador,1
defensor,1
acorde,1
brasl,1
revoltadoe,1
veezuelanos,1
bolívia,1
paraguai,1
equador,1
chile,1
salvador,1
dado,1
loading,1
legenda,1
década,1
contagem,1
regressiva,1
dizem,1
jogo,1
ganho,1
esquecem,1
última,1
palavra,1
legítimo,1
democrático,1
reivindicar,1
técnica,1
justa,1
inelegibilidade,1
plena,1
disputar,1
campo,1
ideias,1
representante,1
favores,1
cumprimento,1
correndo,1
prévias,1
batem,1
foco,1
constante,1
acredita,1
descansa,1
compartilhe,1
apoia,1
rumo,1
certo,1
novamente,1
segundaturmastf,1
brincando,1
levantarei,1
eliminarei,1
babilônia,1
sobreviventes,1
prole,1
descendentes,1
farei,1
corujas,1
pantanosa,1
varrêla,1
vassoura,1
profecia,1
assíria,1
jurou,1
certamente,1
planejei,1
acontecerá,1
lastro,1
renascer,1
corações,1
acham,1
poderosos,1
crimese,1
filme,1
agradecer,1
aquí,1
presente,1
resolver,1
safadeza,1
cade,1
tornando,1
pobre,1
maria,1
corina,1
debaixo,1
trem,1
america,1
first,1
esperem,1
grandes,1
proporcionar,1
bonita,1
diaaaaacovardeeeeeee,1
bolo,1
bolos,1
doces,1
rio,1
difícil,1
confeiteiros,1
dormindo,1
rivotril,1
ahcoitado,1
teatral,1
tido,1
desfecho,1
lembra,1
retirada,1
prefiro,1
capítulos,1
manifestando,1
aplaudindo,1
existidofato,1
permitimos,1
aproveitar,1
embalo,1
cobrar,1
dizemos,1
vivemos,1
aplaudimos,1
