Topico,Palavra_1,Palavra_2,Palavra_3,Palavra_4,Palavra_5,Palavra_6,Palavra_7,Palavra_8,Palavra_9,Palavra_10,Palavra_11,Palavra_12,Palavra_13,Palavra_14,Palavra_15
Topico_1,próximo,brasil,venezuela,maravilhosa,justiça,maravilha,mal,falta,ditador,cena,brasileiros,mundo,fim,daqui,cadeira
Topico_2,povo,brasil,venezuelano,liberdade,dancinha,ditador,vitória,igual,cadê,feliz,país,começou,pagar,chega,feito
Topico_3,lula,maduro,falta,pé,direito,começamos,moraes,alexandre,caiu,senhor,bandido,cabeça,sonho,foro,havaianas
Topico_4,deus,linda,amém,cena,glória,livre,trump,justiça,brasil,viva,graças,américa,venezuela,parabéns,mal
Topico_5,lula,preso,brasil,prisão,trump,melhor,maduro,satisfatório,perpétua,esperança,realdonaldtrump,vê,xandão,bom,el
