hashtag,frequencia
#BolsonaroFree,125
#FreeBolsonaro,12
#AnistiaJá,3
#Bolsonarofree,2
#PERSEGUIÇÃOSUPREMA,1
#BolsonaroFreeAnistiaJa,1
#eleicaosembolsonaroegolpe,1
#impeachmentmoraesjá,1
#MoraesInJail,1
#BOLSONAROFREE,1
#Bols,1
#ForaMoraes,1
#foralulaesuaquadrilhadecorruptos,1
#CadeiaParaMoraes.,1
#SomosTodosBolsonaro,1
#JulgamentoPolitico,1
#BOLSONARONACADEIAJA,1
#CNN,1
