Topico,Palavra_1,Palavra_2,Palavra_3,Palavra_4,Palavra_5,Palavra_6,Palavra_7,Palavra_8,Palavra_9,Palavra_10,Palavra_11,Palavra_12,Palavra_13,Palavra_14,Palavra_15
Topico_1,senado,freebolsonaro,deus,verdade,circo,stf,julgamento,bom,congresso,urgente,maioria,cadê,anistiajá,judicial,impeachment
Topico_2,bolsonaro,free,julgamento,acabou,perseguição,suprema,cadeia,farsa,acabar,ninguém,toga,fim,mídia,algo,moraes
Topico_3,preso,stf,galvaolaizah,tagliaferro,prender,gayer,deputado,mrkmk,bem,adianta,gado,thiago,internet,ministro,quê
Topico_4,bolsonarofree,alguém,coragem,homem,provas,justiça,cadê,tomar,levar,beber,sociais,mundo,cu,deus,senadores
Topico_5,prisão,moraes,julgamento,voz,alexandre,brasil,deputado,fim,bomba,depoimento,senado,país,preso,tagliaferro,stf
