Topico,Palavra_1,Palavra_2,Palavra_3,Palavra_4,Palavra_5,Palavra_6,Palavra_7,Palavra_8,Palavra_9,Palavra_10,Palavra_11,Palavra_12,Palavra_13,Palavra_14,Palavra_15
Topico_1,toga,honra,fux,luizfclark,marilenesl,ubaldosimoes,elziananias,fabriciomello,vitorfelix,capitao_alden,sorayarodr,honrou,claudiogrx,nandapatriota,marcosa
Topico_2,fux,golpista,juiz,brasil,ladrão,ubaldosimoes,ministro,apoia,lula,gayer,verdadeiro,fuxhonraatogaanulatudo,processo,sociais,social
Topico_3,fuxhonraatoga,fuxhonratoga,nunesoliveira,fux,cascorreia,único,perdeu,mané,faço,onra,constituição,cu,medo,contra,merda
Topico_4,organização,criminosa,líder,bolsonaro,condenado,fix,anula,fuzhonraatoga,stf,esquerda,redes,nandapatriota,deus,direito,direita
Topico_5,bolsonaro,suprema,perseguição,matar,queremmatarbolsonaro,supremaperseguicao,claudiorocha,cadeia,papuda,torga,ninguém,nenhuma,alexandre,morais,mãos
