conta,frequencia
@nikolasferreiradm,6
@nikolasferreirabr,1
@potus,1
@realdonaldtrump,1
@nicolas_ferreira_apoio,1
@reinaldoazevedo.com.br,1
@g,1
@bundo,1
@leonelradde,1
