,count,mean,std,min,25%,50%,75%,max,moda
likes,15.0,272.6,548.0328196637237,1.0,10.5,82.0,249.5,2149.0,1.0
comentarios,15.0,9.8,19.483326204732087,0.0,0.5,2.0,4.0,64.0,0.0
num_caracteres,15.0,135.0,316.619420034301,9.0,40.5,55.0,69.5,1277.0,35.0
num_palavras,15.0,21.8,48.105835701829655,1.0,6.5,10.0,13.0,195.0,6.0
num_emojis,15.0,2.8,2.3664319132398464,0.0,1.0,3.0,4.0,8.0,1.0
num_mencoes,15.0,0.0666666666666666,0.2581988897471611,0.0,0.0,0.0,0.0,1.0,0.0
prob_negativo,15.0,0.10835659484534212,0.22479327455007397,0.0017916340148076,0.00603605352807785,0.0187416654080152,0.0688636917620897,0.806696891784668,0.0017916340148076
prob_neutro,15.0,0.27315518517668047,0.24385488070842745,0.0075242384336888,0.1026137117296457,0.2236101627349853,0.35211804509162903,0.881331205368042,0.0075242384336888
prob_positivo,15.0,0.6184882063418626,0.35138976981707226,0.022111227735877,0.41568806767463684,0.6944628953933716,0.8832815885543823,0.9903963804244996,0.022111227735877
