hashtag,frequencia
#BolsonaroEmCasa,2
#AcordaBrasil,1
#BrasilLivre,1
#AnistiaJá,1
#FakeNews,1
#nikolascasado,1
#mentiroso,1
#Brasil,1
#BolsonaroNaPapuda,1
#FakeNewsMentiroso.,1
#NikolaSonegador,1
#Bomdia,1
#cassaçãoNikoleChupetinha,1
#ForaLulaeSuaQuadrilha,1
#Eleicoes2026,1
#petralhadamaldita,1
