conta,frequencia
@realdonaldtrump,27
@bolsonarosp,16
@realpfigueiredo08,10
@potus,5
@tvglobo,2
@marcorubio,2
@donaldjtrumpjr,1
@vitorvanorthon,1
@revistaoeste,1
@magnitskynaglobo,1
@jeronimoalves.arquiteto,1
@globonews,1
@jornaloglobo,1
@globolixo,1
@Donaldtrump,1
@vp,1
@secrubio,1
@2,1
@repmariasalazar,1
@senatormarcorubio,1
@senmikelee,1
@bannonswarroom,1
@jasonmillerindc,1
@teamtrump,1
@47contadoallan,1
