Topico,Palavra_1,Palavra_2,Palavra_3,Palavra_4,Palavra_5,Palavra_6,Palavra_7,Palavra_8,Palavra_9,Palavra_10,Palavra_11,Palavra_12,Palavra_13,Palavra_14,Palavra_15
Topico_1,globo,lixo,globolixo,magnitsky,rede,assisto,emissora,urgente,lei,esgoto,bem,deus,fechar,brasil,exatamente
Topico_2,globo,realdonaldtrump,concordo,emissora,rede,câncer,povo,realpfigueiredo,infelizmente,regime,plenamente,país,brasil,brasileiros,ditadura
Topico_3,magnitskynaglobo,golpe,brasil,lula,the,bolsonaro,povo,this,mentira,in,esquerda,jornalismo,emissora,brasileiro,and
Topico_4,globo,verdade,dinheiro,bonner,magnistikynaglobo,magnistik,bolsonarosp,lula,deveria,record,mídia,emissora,trump,parte,passou
Topico_5,lei,federal,globo,trump,bolsonaro,manipula,deus,certeza,apoio,parabéns,presidente,brasil,moraes,decisão,alexandre
