,count,mean,std,min,25%,50%,75%,max,moda
likes,207.0,0.5169082125603864,3.703639525419909,0.0,0.0,0.0,0.0,47.0,0.0
repostagens,207.0,0.0772946859903381,0.5692922067112016,0.0,0.0,0.0,0.0,5.0,0.0
num_caracteres,207.0,97.41545893719808,76.27754223348808,14.0,46.0,69.0,112.5,345.0,36.0
num_palavras,207.0,14.169082125603865,12.360499668946971,2.0,6.0,10.0,16.0,50.0,6.0
num_emojis,207.0,0.4734299516908212,1.773050501602948,0.0,0.0,0.0,0.0,15.0,0.0
num_mencoes,207.0,1.748792270531401,1.2006009782880318,1.0,1.0,1.0,2.0,8.0,1.0
prob_negativo,207.0,0.3282482431243187,0.37671139874162063,0.0024128237273544,0.030934643000364248,0.1029731109738349,0.759416788816452,0.98969703912735,0.0439486056566238
prob_neutro,207.0,0.46518995859637713,0.361863359033205,0.0059348051436245,0.08229483664035794,0.4570094645023346,0.8466989099979401,0.9654886722564696,0.8671140670776367
prob_positivo,207.0,0.20656180085506345,0.32221210976456127,0.0031333211809396,0.01657498534768815,0.0396986603736877,0.18395067006349558,0.9892510771751404,0.0889373645186424
