Topico,Palavra_1,Palavra_2,Palavra_3,Palavra_4,Palavra_5,Palavra_6,Palavra_7,Palavra_8,Palavra_9,Palavra_10,Palavra_11,Palavra_12,Palavra_13,Palavra_14,Palavra_15
Topico_1,políticos,venezuela,presos,fontes,deus,janeiro,maduro,mostra,bbc,reuters,governo,captura,atual,interino,momentos
Topico_2,brasil,falta,país,regime,dias,bananinha,algo,lulaoficial,esperando,passado,pessoas,idiotas,família,faço,aconteça
Topico_3,grok,deus,trump,oiluiz,libertembolsonaro,povo,brasileiros,imagens,presos,políticos,preso,graças,misericórdia,ditador,prisão
Topico_4,presos,políticos,brasil,condelambreta,justiça,fake,democracia,alegria,gado,antigo,horas,acredita,fizeram,midoriafighter,httpstcoicladfc
Topico_5,lulaoficial,phrodrigues_,rafaellulista,presos,stellacstmo,grok,mi_bolsonaro,jairbolsonaro,carlosbolsonaro,flaviobolsonaro,liberações,malheirosfilm,relatórios,eventos,janeiro
