conta,frequencia
@bolsonarosp,17
@realdonaldtrump,6
@lulaoficial,4
@flaviobolsonaro,3
@hcheliocouto,3
@caminhodaspalestras,3
@potus,3
@eduardobolsonaroofcl,2
@marcorubio,1
@buzeira_oficial,1
@do,1
@glennbeck,1
@lulaoficial.,1
