hashtag,frequencia
#BolsonaroEmCasa,3
#Lula2026,2
#lula2026presidenteoutravez,2
#flaviobolsonaropresidente,1
#FechadoComBolsonaro22,1
#lula2026novamente,1
#partiudeportacao,1
#LulaNuncaMais,1
#atualizaabioexdeputado,1
#anistia8dejaneirojá,1
#sem,1
#foralula,1
#FORALULA,1
#esquedadoentia,1
#luladevoltaàprisão,1
#bado,1
#foralulaesuaquadrilhajá,1
