id_post,rede,Média Likes,Negatividade
1,Instagram,6.266,0.27274071315210313
1,Twitter,0.9975062344139651,0.5812353005535794
2,Instagram,9.861,0.36045497877383603
2,Twitter,0.08533916849015317,0.5404308754848867
3,Instagram,1.694,0.18577043394674547
3,Twitter,0.5169082125603864,0.3282482431243187
