,count,mean,std,min,25%,50%,75%,max,moda
likes,1000.0,6.98,84.74066662813422,0.0,0.0,0.0,1.0,2146.0,0.0
comentarios,1000.0,0.334,4.006806521220921,0.0,0.0,0.0,0.0,110.0,0.0
num_caracteres,1000.0,62.567,145.4090344452445,0.0,6.0,20.5,60.25,1652.0,3.0
num_palavras,1000.0,10.238,24.47198876745072,0.0,1.0,3.0,10.0,286.0,1.0
num_emojis,1000.0,2.783,3.374507119313619,0.0,0.0,2.0,4.0,36.0,0.0
num_mencoes,1000.0,0.047,0.2624116229511564,0.0,0.0,0.0,0.0,2.0,0.0
prob_negativo,1000.0,0.22909528893011155,0.34185476194647807,0.0,0.0180271118879318,0.0336215272545814,0.3049297705292701,0.9927794337272644,0.0336215272545814
prob_neutro,1000.0,0.31154229558235963,0.27728888598195883,0.0035739850718528,0.09033228456974024,0.23345787078142166,0.4269000142812729,1.0,0.2057840228080749
prob_positivo,1000.0,0.45936241589300336,0.3521369526551433,0.0,0.051232555881142575,0.5265927016735077,0.7538895010948181,0.9938470721244812,0.7605944275856018
