conta,frequencia
@jairmessiasbolsonaro,14
@davialcolumbre,10
@hugomottapb,10
@nikolasferreiradm,5
@pfmoura10,1
@michellebolsonaro,1
@gmail.com,1
@isabelcoelho____,1
@tatiirigo,1
@do,1
@dianacastroaz,1
@guerraa_7,1
