Topico,Palavra_1,Palavra_2,Palavra_3,Palavra_4,Palavra_5,Palavra_6,Palavra_7,Palavra_8,Palavra_9,Palavra_10,Palavra_11,Palavra_12,Palavra_13,Palavra_14,Palavra_15
Topico_1,deus,brasil,graças,acontecer,falta,povo,louvado,abençoe,senhor,benção,venezuela,obrigada,alegria,pessoas,breve
Topico_2,trump,liberdade,venezuela,viva,povo,presos,fake,políticos,parabéns,lula,país,news,antigo,esquerda,ditadura
Topico_3,brasil,deus,glória,jesus,amém,presos,nome,maduro,ditador,creio,liberdade,misericórdia,abençoe,momento,emocionante
Topico_4,jesus,caminho,nome,porta,senhor,deus,verdade,joão,céu,pai,coração,justiça,cristo,meio,vida
Topico_5,trump,presidente,obrigado,prender,senhor,preso,bolsonaro,feliz,ditadores,ia,pessoas,brasil,regime,brasileiros,pqp
