hashtag,frequencia
#AnistiaJá,5
#AnistiaAmplaGeraleIrrestritaJá,4
#BolsonaroFree,2
#BolsonaroLivre,2
#SemAnistia,2
#SemAnistiaPraGolpistas,2
#BOLSONAROLIVRE,1
#Bolsonaro2026,1
#SomosBolsonaro,1
#FreeBolsonaro,1
#SOMOSTODOSBolsonaro,1
#AmoBolsonaro,1
#bolsonaroinocente,1
#BolsonaroPresidente2026,1
#ForaLula,1
#ForaMoraes,1
#BolsonaroEstamosComSaudade,1
#SaudadeBolsonaro,1
#AnistiaJa,1
#RespeitemOPovo,1
#medo,1
#BolsonaroNaCadeiaJá,1
#PraTodosVerem,1
