Topico,Palavra_1,Palavra_2,Palavra_3,Palavra_4,Palavra_5,Palavra_6,Palavra_7,Palavra_8,Palavra_9,Palavra_10,Palavra_11,Palavra_12,Palavra_13,Palavra_14,Palavra_15
Topico_1,presidente,cu,bolsonaro,anistia,melhor,força,pec,aberta,homem,carta,bem,cadeia,vagabundo,preso,chega
Topico_2,merda,povo,bolsonaro,antoniomarcoss,ai,presidiário,ajudar,pessoas,vida,esquerda,bolas,projeto,política,acredita,vergonha
Topico_3,bolsonaro,povo,presidente,chupetinha,trabalhar,brasil,dois,país,brasileiro,nikolas,algo,deus,dinheiro,golpe,piada
Topico_4,fundo,vitorr_,preto,bandidos,presidente,congresso,joana_correa_,bom,vida,trabalhar,jony_david,jootardell,viccastilhoo,deus,bem
Topico_5,deus,presidente,bolsonaro,nikolas,brasil,parabéns,abençoe,irrestrita,anistia,povo,geral,ampla,deputado,palavras,vergonha
