,count,mean,std,min,25%,50%,75%,max,moda
likes,805.0,0.3801242236024845,1.6600672780444412,0.0,0.0,0.0,0.0,24.0,0.0
repostagens,805.0,0.0223602484472049,0.2044210229813805,0.0,0.0,0.0,0.0,4.0,0.0
num_caracteres,805.0,86.43602484472049,75.31192147672768,13.0,35.0,57.0,104.0,339.0,35.0
num_palavras,805.0,12.73913043478261,12.920596452012257,2.0,4.0,8.0,16.0,58.0,2.0
num_emojis,805.0,0.937888198757764,2.9084057304574227,0.0,0.0,0.0,0.0,37.0,0.0
num_mencoes,805.0,1.3677018633540372,0.7203166181666026,1.0,1.0,1.0,2.0,6.0,1.0
prob_negativo,805.0,0.43686935111695196,0.4195452342359398,0.0015337031800299,0.0322521962225437,0.2481168061494827,0.9460732340812684,0.9933176040649414,0.0439486056566238
prob_neutro,805.0,0.29047626190766784,0.32233535979614275,0.003275288734585,0.0218601264059543,0.1244884431362152,0.5726826786994934,0.9596538543701172,0.8671140670776367
prob_positivo,805.0,0.2726543909763073,0.36456211447429976,0.00257806526497,0.0099993599578738,0.0562532432377338,0.5702283978462219,0.9938052892684937,0.0889373645186424
