palavra,frequencia
nikolas_dm,821
bolsonaro,108
presidente,78
deus,48
povo,47
nikolas,37
brasil,34
anistia,27
parabéns,22
país,20
trabalhar,19
deputado,18
melhor,17
bem,17
vida,16
merda,15
antoniomarcoss,15
vergonha,15
abençoe,15
chupetinha,15
pec,14
homem,14
aberta,13
fundo,13
bandido,13
jairbolsonaro,12
irrestrita,12
força,12
brasileiro,12
preso,11
contra,11
família,11
direita,11
joana_correa_,11
jony_david,11
pessoas,11
vagabundo,11
congresso,11
vitorr_,11
lixo,10
dinheiro,10
carta,10
bandidos,10
palavras,10
jair,10
ampla,10
geral,10
lula,9
imóveis,9
esquerda,9
preto,9
projeto,9
caralho,9
kkkkkkkkkkkkkkkkkkkkkkkkkkkk,9
puta,9
futuro,9
justiça,9
acredita,8
algo,8
história,8
brasileiros,8
blindagem,8
maior,8
condenado,8
pqp,8
amor,8
cadeia,7
realmente,7
mito,7
jooclaudio,7
matthnaro,7
política,7
wyllytto,7
boca,7
nenhum,7
dois,7
governo,7
população,7
linda,7
bolas,7
presidiário,7
tomar,7
chorar,7
filho,7
nikole,6
voz,6
saudade,6
burro,6
corruptos,6
político,6
amado,6
crtmblisticos,6
homenagem,6
tira,6
mundo,6
relevante,6
ajudar,6
invés,6
voto,6
golpe,6
pica,6
videozinho,6
favor,6
bom,6
virou,6
chega,6
emocionante,6
blcana,6
piada,5
stf,5
nesse,5
representa,5
biacorbucci,5
existe,5
melanciagoxtosa,5
votar,5
honra,5
amo,5
honesto,5
senhor,5
eterno,5
urnas,5
orgulho,5
vou,5
ouvir,5
porra,5
nicolas,5
mil,5
consegue,5
imbecil,5
políticos,5
igual,5
saco,5
triste,5
alguém,5
obrigado,5
bosta,5
votou,5
vira,5
acabou,5
paulinho,5
injustiça,5
anistiajá,5
jesus,5
jootardell,5
viccastilhoo,5
lindo,5
nojo,4
freitasnobr,4
controle,4
parlamentares,4
corrupção,4
acima,4
colocou,4
joseantonioroc,4
ivanaschmidt,4
vivo,4
sozinho,4
declaração,4
milhões,4
conseguiu,4
salário,4
chora,4
nicole,4
juntos,4
capitão,4
esperança,4
engraçado,4
partido,4
parece,4
verdade,4
trabalha,4
frouxo,4
feito,4
elegeu,4
conseguir,4
mbl,4
pau,4
muita,4
liberdade,4
livre,4
perseguição,4
kkkkkkkkkk,4
coveiromo,4
toma,4
bomba,4
nícolas,4
ação,4
impactar,4
positivamente,4
elegeram,4
chupando,4
sugar,4
daddy,4
aborto,4
defender,4
merece,4
chupa,4
cortina,4
fumaça,4
espero,4
quanto,4
defensor,4
pai,4
mama,4
chupão,4
possível,4
produzir,4
céu,4
simples,4
papuda,4
fuder,4
sougeraldo,4
anistiaamplageraleirrestritajá,4
badlucao,4
fux,4
segue,4
sensacional,4
obrigada,4
ódio,3
virar,3
marmita,3
prova,3
viva,3
janeiro,3
petista,3
filhos,3
bandidagem,3
real,3
bozo,3
bolsonarolivre,3
sido,3
crime,3
públicos,3
sério,3
único,3
verdadeiro,3
acordou,3
certeza,3
eleição,3
covarde,3
corrupto,3
digna,3
corujinha,3
dogedecoder,3
nik,3
ganha,3
defende,3
defendem,3
votaram,3
causa,3
assistir,3
sentimento,3
oro,3
bola,3
temer,3
exemplo,3
entender,3
anjos,3
frente,3
creio,3
breve,3
quek,3
eita,3
kkkkkkkkk,3
brilhante,3
olavo,3
continua,3
muitos,3
coisas,3
agradecer,3
inútil,3
basta,3
ivanvieira_,3
votos,3
kkkkkkkkkkkk,3
irmão,3
caso,3
falando,3
útil,3
rede,3
prol,3
infelizmente,3
serviço,3
reais,3
kkkkkkkkkkk,3
kkkkkkkkkkkkkkk,3
gosta,3
horas,3
mamar,3
agr,3
estado,3
sistema,3
seguidores,3
patético,3
palhaço,3
serem,3
entrar,3
deixou,3
realidade,3
cleoalvo,3
mandato,3
incrível,3
vive,3
ninguém,3
moleque,3
respeito,3
kkkkkkkkkkkkkkkkkk,3
quero,3
sabemos,3
lado,3
impossível,3
manda,3
aberto,3
chorei,3
messias,3
maravilhoso,3
pátria,3
amamos,3
inimigo,3
luta,3
proteja,3
odairsbtista,3
milagre,3
colhe,2
burrice,2
coaduna,2
profissao,2
alem,2
existem,2
inqueritos,2
deputados,2
constituição,2
profissão,2
tambem,2
sao,2
postar,2
use,2
função,2
coloque,2
ideologia,2
ferreira,2
compras,2
irregularidades,2
lavagem,2
familiares,2
concreta,2
pgr,2
investigação,2
abril,2
provas,2
comprados,2
longo,2
décadas,2
parte,2
defendeu,2
própria,2
conta,2
recentemente,2
quanta,2
mentira,2
nação,2
novamente,2
ria,2
chorava,2
cima,2
ganhar,2
assino,2
embaixo,2
demais,2
explicação,2
chamar,2
religião,2
esperar,2
guloso,2
esquerdalha,2
presos,2
canalhas,2
cofres,2
marcelohakime,2
delegadoramagem,2
votem,2
indicou,2
crimes,2
minas,2
gerais,2
querido,2
pão,2
passaremos,2
prestar,2
contas,2
puxasaco,2
situação,2
culpa,2
medroso,2
falta,2
jogou,2
pena,2
luecifabretti,2
mesma,2
pessoa,2
dias,2
bumbum,2
eduksfgc,2
opinião,2
lembrar,2
quiser,2
eleitores,2
alckmin,2
ministro,2
porém,2
desde,2
dignidade,2
bajulação,2
expresidente,2
verde,2
amarelo,2
mico,2
inss,2
sonhos,2
tremendo,2
botar,2
mim,2
enche,2
bot,2
lizzybdarcy,2
calma,2
conhecer,2
direitista,2
zero,2
atenção,2
imagina,2
julgamento,2
planejei,2
inveja,2
avengerobrien,2
gostam,2
chorando,2
mrd,2
parceiro,2
lei,2
fim,2
exército,2
dinheirinho,2
amigos,2
rachadinha,2
sabendo,2
odeia,2
indicar,2
vídeozinho,2
eleitor,2
morto,2
arrombado,2
viado,2
sujeito,2
leu,2
novo,2
vsf,2
deveria,2
cuida,2
capitao,2
escândalos,2
economia,2
emprego,2
recorde,2
pandemia,2
existiu,2
mau,2
corja,2
elogio,2
sente,2
perna,2
timeline,2
vidro,2
chave,2
pix,2
possa,2
nova,2
pensando,2
irá,2
internet,2
primo,2
sair,2
grande_branco,2
yolirealy,2
palestina,2
bandeira,2
nome,2
patriota,2
ditadura,2
desserviço,2
aposto,2
bastante,2
pariu,2
pele,2
delícia,2
passa,2
projetos,2
desgraça,2
dessas,2
desses,2
investigar,2
defendendo,2
dento,2
caráter,2
gado,2
social,2
rola,2
dente,2
macho,2
merecem,2
reeleger,2
visita,2
íntima,2
praga,2
seguir,2
massa,2
mente,2
vacina,2
mimi,2
morrendo,2
pronto,2
safado,2
capeta,2
votando,2
blindar,2
